number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_learning_rate,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_gain_to_split,params_num_leaves,params_reg_alpha,params_reg_lambda,system_attrs_fixed_params,state
12,0.7436405471850042,2025-07-11 17:21:12.884647,2025-07-11 17:25:43.737540,0 days 00:04:30.852893,0.9602821246635617,4.0,0.717997773668036,0.037293312585217,11.0,244.0,0.04964112085647385,0.005218940699918508,66,0.011816454205464804,0.0057701411120441035,,COMPLETE
13,0.7439099233618006,2025-07-11 17:25:43.741919,2025-07-11 17:31:05.972408,0 days 00:05:22.230489,0.9724154790737082,5.0,0.7139706733013086,0.034354918226254395,11.0,124.0,0.0016782898166505336,0.002609013209796485,42,0.005467068230147016,2.4062122414927107,,COMPLETE
14,0.7435801255504613,2025-07-11 17:31:05.973595,2025-07-11 17:36:06.740133,0 days 00:05:00.766538,0.8999322243445949,3.0,0.8237920528955783,0.030216974812194666,-1.0,279.0,0.003977408298774366,0.032221281929573464,52,0.027397899712642625,0.13665511274726605,,COMPLETE
15,0.7434712647296209,2025-07-11 17:36:06.746880,2025-07-11 17:39:05.422154,0 days 00:02:58.675274,0.9591175237950108,6.0,0.7110204868256268,0.03854543741650604,7.0,161.0,0.010794603399403259,0.0040667418910963465,100,0.010839447620385313,9.741822326731512,,COMPLETE
16,0.7434880755902769,2025-07-11 17:39:05.423292,2025-07-11 17:42:09.247559,0 days 00:03:03.824267,0.8963733702214116,4.0,0.7914813483036598,0.03817662605261024,11.0,223.0,0.0017336177547273288,0.00011063601258901408,51,0.0011608466393644133,0.12481073114175616,,COMPLETE
17,0.7436647499477882,2025-07-11 17:42:09.252463,2025-07-11 18:02:09.903607,0 days 00:20:00.651144,0.9570703460108113,5.0,0.8183408361741371,0.03239446422353479,-1.0,184.0,0.0034764899785544247,0.0011818529683374163,34,0.3198328414541699,0.09378684193002657,,COMPLETE
18,0.7434829170884557,2025-07-11 18:02:09.904768,2025-07-11 18:39:18.315871,0 days 00:37:08.411103,0.9607035195247638,5.0,0.7876171336237214,0.03839563856412411,9.0,397.0,0.013229063709915934,0.024515481486583224,38,0.019807413715108177,0.011677191909522185,,COMPLETE
19,0.7430062826166696,2025-07-11 18:39:18.323224,2025-07-11 18:41:55.084087,0 days 00:02:36.760863,0.862050557368876,6.0,0.8145285285774179,0.04648165515806952,11.0,237.0,0.0033201252458181286,0.031590350092469806,67,0.008762870340274348,0.09300852174551678,,COMPLETE
20,0.743636730658826,2025-07-11 18:41:55.085271,2025-07-11 18:45:38.335570,0 days 00:03:43.250299,0.8761683591968626,6.0,0.7376776146516987,0.03094370944863486,11.0,221.0,0.0018996300811428336,0.00227842510557728,56,0.1072063016958802,0.10582539203808314,,COMPLETE
21,0.7435594847253103,2025-07-11 18:45:38.342596,2025-07-11 18:48:51.314894,0 days 00:03:12.972298,0.9902010266638113,4.0,0.7171648025534185,0.041237483277484104,11.0,54.0,0.013060877949178996,0.0044115084514447876,49,0.00391102052826804,1.6215913189761797,,COMPLETE
22,0.7434281290589911,2025-07-11 18:48:51.316071,2025-07-11 18:52:08.473885,0 days 00:03:17.157814,0.9995103718365322,6.0,0.787653952449896,0.046802769301188304,9.0,221.0,0.013190023101683135,0.003669807958773862,37,0.011391479324992215,0.5308459937560907,,COMPLETE
23,0.7438677833075312,2025-07-11 18:52:08.479841,2025-07-11 18:56:43.179922,0 days 00:04:34.700081,0.9546653042000113,6.0,0.7076545767943266,0.030934906053831195,11.0,199.0,0.0026718734912577944,0.00020690519940202984,44,0.001321254629445399,6.286669610537895,,COMPLETE
24,0.7437237222080394,2025-07-11 18:56:43.181127,2025-07-11 19:01:01.044441,0 days 00:04:17.863314,0.9033307032488934,6.0,0.7434795908112631,0.030136433749358166,11.0,167.0,0.00500483896735935,0.00037045332170131806,57,0.002814854306525743,3.117124906878705,,COMPLETE
25,0.7437620291508557,2025-07-11 19:01:01.050675,2025-07-11 19:04:24.181281,0 days 00:03:23.130606,0.8853313335305175,5.0,0.7133758220249514,0.03837847843631063,-1.0,287.0,0.0010938850920007364,0.03150327363781593,31,0.006529306671157769,0.04939766576373503,,COMPLETE
26,0.7437725945734132,2025-07-11 19:04:24.182419,2025-07-11 19:08:22.223877,0 days 00:03:58.041458,0.8647113890567263,5.0,0.7124462388381765,0.03267320705706807,7.0,51.0,0.002074699512651969,0.01130235333412008,42,0.004775297650104123,0.6813000323303354,,COMPLETE
27,0.7435311361076873,2025-07-11 19:08:22.232574,2025-07-11 19:11:23.968731,0 days 00:03:01.736157,0.9723685558274319,6.0,0.738851490881172,0.0388475720093043,9.0,151.0,0.0010974289561618952,0.0006131577443162523,57,0.0015214148396826886,0.07830972291852298,,COMPLETE
28,0.7438689627306099,2025-07-11 19:11:23.969950,2025-07-11 19:15:32.511844,0 days 00:04:08.541894,0.9503599200311837,5.0,0.7045428339385152,0.03042216256179532,11.0,310.0,0.004393933230052392,0.00010243687014712141,46,0.0012587698672409011,0.791876198183502,,COMPLETE
29,0.7437590829793362,2025-07-11 19:15:32.520137,2025-07-11 19:19:06.616998,0 days 00:03:34.096861,0.8458307231261197,3.0,0.7108331170826712,0.03622123348750787,11.0,375.0,0.002919931047273008,0.0004198692563174415,55,0.002180567280582785,0.8747589697202497,,COMPLETE
30,0.7435878851145622,2025-07-11 19:19:06.618201,2025-07-11 19:23:25.942132,0 days 00:04:19.323931,0.9140280946535981,6.0,0.7335284103047035,0.03387896265218946,7.0,347.0,0.0018735704882715059,0.00015945066865191105,50,0.016943605027208507,0.07238056500091519,,COMPLETE
31,0.7436707128298643,2025-07-11 19:23:25.949136,2025-07-11 19:28:26.339258,0 days 00:05:00.390122,0.9948871059621736,5.0,0.7218727938961712,0.030488614974064212,7.0,184.0,0.005922387992085532,0.0001234327014863024,50,0.0012208886846531552,2.736663578564854,,COMPLETE
32,0.7440314182142626,2025-07-11 19:28:26.340515,2025-07-11 19:33:23.223710,0 days 00:04:56.883195,0.9470869402844486,5.0,0.7298283033328132,0.030831770041123033,11.0,302.0,0.010205081533821313,0.00010132291563076525,33,0.028101219722255082,0.10015376269849098,,COMPLETE
33,0.7438099091834814,2025-07-11 19:33:23.231354,2025-07-11 19:37:26.943168,0 days 00:04:03.711814,0.9790999962513025,6.0,0.7299929073322341,0.03350588856862851,-1.0,360.0,0.0053172672091349234,0.000333682320153711,32,0.00679153051208401,0.8480094399742405,,COMPLETE
34,0.7434563361619002,2025-07-11 19:37:26.944349,2025-07-11 19:41:04.252020,0 days 00:03:37.307671,0.9554586724371847,6.0,0.8271911848959947,0.03425575723261902,11.0,324.0,0.018788274108682092,0.0003426832232009025,41,0.013452869053515962,0.3629695097828791,,COMPLETE
35,0.74358365823426,2025-07-11 19:41:04.261130,2025-07-11 19:44:59.840449,0 days 00:03:55.579319,0.9847827707865043,3.0,0.7965144655570099,0.03291340323764895,9.0,290.0,0.006141004271357981,0.00025949116866887855,34,0.019900282680301258,0.016374395013415245,,COMPLETE
36,0.7434813931559462,2025-07-11 19:44:59.841631,2025-07-11 19:47:07.326837,0 days 00:02:07.485206,0.9457728492167423,6.0,0.7007492591498001,0.059978674031883034,7.0,278.0,0.03637539136350418,0.03429097209289281,39,0.03742376320224187,0.05843202213830737,,COMPLETE
37,0.7438675966368941,2025-07-11 19:47:07.334995,2025-07-11 19:51:21.161852,0 days 00:04:13.826857,0.9779087805132466,5.0,0.7366972153247527,0.030811044389381217,11.0,342.0,0.002049257501475482,0.002909058409757815,32,0.009618889153463088,0.006918913959586264,,COMPLETE
38,0.7438080630968308,2025-07-11 19:51:21.163042,2025-07-11 19:55:25.086157,0 days 00:04:03.923115,0.9726961246300203,4.0,0.7325380446117931,0.034074761817876775,11.0,360.0,0.006306413524097986,0.0002672332155199113,32,0.18613364404703384,0.464750035590377,,COMPLETE
39,0.7438152870894905,2025-07-11 19:55:25.094183,2025-07-11 19:59:21.677216,0 days 00:03:56.583033,0.9523414799712366,5.0,0.7256642324615764,0.03905412357077003,-1.0,123.0,0.003490065874716413,0.001887504977482217,39,0.008475157056283704,9.80989855502875,,COMPLETE
40,0.743813757145689,2025-07-11 19:59:21.678623,2025-07-11 20:03:27.340121,0 days 00:04:05.661498,0.9177545712130692,3.0,0.7185837039609971,0.0317045226870523,7.0,332.0,0.004075116269947456,0.00010427728880131864,34,0.002381995179584115,0.1361204279278625,,COMPLETE
41,0.7438107355994851,2025-07-11 20:03:27.351508,2025-07-11 20:07:28.620752,0 days 00:04:01.269244,0.9504201628423815,5.0,0.7220159169083653,0.03261407111563214,11.0,337.0,0.003316098960286713,0.0001856660530215577,51,0.0018882358128989535,1.4080529391611365,,COMPLETE
42,0.7435835773410179,2025-07-11 20:07:28.621972,2025-07-11 20:11:01.319019,0 days 00:03:32.697047,0.9115024400240741,5.0,0.7493608675806271,0.04268802020197135,11.0,360.0,0.009678459875057308,0.00023325911937705486,31,0.01652015210743278,0.02214812280355582,,COMPLETE
43,0.743869166054051,2025-07-11 20:11:01.327853,2025-07-11 20:15:24.162542,0 days 00:04:22.834689,0.9933296526503199,4.0,0.7261783852700413,0.03054849400928016,11.0,249.0,0.013546263132955936,0.00018460287308637597,32,0.0016594185981424023,0.15183422546371267,,COMPLETE
44,0.7438395485608803,2025-07-11 20:15:24.163723,2025-07-11 20:19:38.059942,0 days 00:04:13.896219,0.9181130104338551,5.0,0.720349729307388,0.030637093734356535,11.0,336.0,0.012982196960108753,0.0001527210364504683,48,0.015464830233956908,0.04570235077038126,,COMPLETE
45,0.7435328430124727,2025-07-11 20:19:38.070338,2025-07-11 20:24:22.770741,0 days 00:04:44.700403,0.9361563992268782,2.0,0.8066599547506802,0.03299280299703609,11.0,250.0,0.10935483794506108,0.00021054112285821846,33,0.002958026836475619,0.2080989265244686,,COMPLETE
46,0.7436243281675298,2025-07-11 20:24:22.771904,2025-07-11 20:29:11.203363,0 days 00:04:48.431459,0.9979836697482573,3.0,0.7913525514198214,0.03221470081638675,-1.0,235.0,0.007051251379995059,0.00018551641292156477,41,0.0025407996766182448,0.04094807645968811,,COMPLETE
47,0.7439699102834437,2025-07-11 20:29:11.212584,2025-07-11 20:34:16.481694,0 days 00:05:05.269110,0.9293168841911629,5.0,0.7017031938055306,0.03154933357242832,11.0,199.0,0.045085160130026454,0.00017151772641669887,37,0.02882507256577047,0.19889797216688007,,COMPLETE
48,0.7438135363248847,2025-07-11 20:34:16.482919,2025-07-11 20:39:10.288290,0 days 00:04:53.805371,0.9164466556067298,5.0,0.7356714851123958,0.03335893796432249,11.0,170.0,0.03663304928762509,0.0005286988332500845,35,0.005994683202907131,0.06415203283303948,,COMPLETE
49,0.7439586130206063,2025-07-11 20:39:10.297743,2025-07-11 20:43:32.200986,0 days 00:04:21.903243,0.8965462421067615,4.0,0.7032343607352161,0.031220237146306756,9.0,158.0,0.049971712903263195,0.0002403712362880589,50,0.012602071655958152,0.33309504323269723,,COMPLETE
50,0.7435205932732224,2025-07-11 20:43:32.202192,2025-07-11 20:47:16.302373,0 days 00:03:44.100181,0.7533994947666885,4.0,0.7017715650002376,0.03414699812053594,9.0,77.0,0.21020304880197463,0.0002913012322861601,85,0.03522229898046194,0.8386363134362487,,COMPLETE
51,0.7436677237648904,2025-07-11 20:47:16.312246,2025-07-11 20:51:06.848958,0 days 00:03:50.536712,0.869561567143181,4.0,0.7046917504572526,0.03885165909715216,11.0,123.0,0.5072145087024708,0.00012245750724816757,58,0.14925420372670897,0.5056375935367559,,COMPLETE
52,0.7436977714575947,2025-07-11 20:51:06.850104,2025-07-11 20:56:24.731398,0 days 00:05:17.881294,0.9089636211037996,4.0,0.7584500130438105,0.03186568307033922,9.0,170.0,0.9988263370289867,0.00019722544597231884,40,0.007260320164316954,0.7900431788920605,,COMPLETE
53,0.7438214719661916,2025-07-11 20:56:24.741643,2025-07-11 21:01:42.822669,0 days 00:05:18.081026,0.9876597872205444,3.0,0.731379018216967,0.034393452980064285,11.0,169.0,0.0034123708698672395,0.0002384928370319385,33,0.0065699106252419155,0.07927022171226782,,COMPLETE
54,0.7440900402623766,2025-07-11 21:01:42.823818,2025-07-11 21:06:35.517903,0 days 00:04:52.694085,0.8726641196429739,4.0,0.7147294380684248,0.031135566210686968,9.0,176.0,0.025370116319622885,0.00029467747092227104,31,0.023626435335471124,0.15607168445583283,,COMPLETE
55,0.7437113110974299,2025-07-11 21:06:35.528202,2025-07-11 21:10:36.363959,0 days 00:04:00.835757,0.8544237533589101,3.0,0.7336851041993152,0.03563712245134747,9.0,186.0,0.0374514161628303,0.00031734898376450753,53,0.014174105929416399,0.3652117790361387,,COMPLETE
56,0.7437518914670628,2025-07-11 21:10:36.365112,2025-07-11 21:14:37.727539,0 days 00:04:01.362427,0.9015679113344273,4.0,0.748820359137344,0.03466073321358016,9.0,86.0,0.1233508549104226,0.0014663668938637725,40,0.1379653807327169,0.0101120572818839,,COMPLETE
57,0.7436642658585595,2025-07-11 21:14:37.738171,2025-07-11 21:19:05.274804,0 days 00:04:27.536633,0.885640062456983,6.0,0.7474285776211896,0.036095789739595624,9.0,240.0,0.03143695049047879,0.00025522412927234404,34,0.09143676131903607,2.764632615607497,,COMPLETE
